model,num_classes,latency_ms,num_params,param_memory_mb,peak_cuda_memory_mb,gflops
unet_resnet34,2,7.384150766673277,24451618,93.28,330.96,10.42
unet_resnet34,3,6.547342999995939,24451651,93.28,331.71,10.43
segnet_vgg16,2,17.38159579999774,29476418,112.44,518.52,42.53
segnet_vgg16,3,17.38285953333616,29476483,112.44,632.8,42.54
deeplabv3plus_resnet34,2,6.856958566663707,26711458,101.9,332.61,10.37
deeplabv3plus_resnet34,3,6.8484756333342975,26711715,101.9,435.82,10.37
