dataset,model,idx,complexity,group,iou,dice
OxfordPet,unet_resnet34,38,0.1498504638671875,Easy,0.8429716229438782,0.906688908735911
OxfordPet,unet_resnet34,39,0.2580978393554687,Hard,0.8206562797228495,0.8938023447990417
OxfordPet,unet_resnet34,40,0.22160186767578124,Medium,0.8692532181739807,0.9276089072227478
OxfordPet,unet_resnet34,41,0.19756011962890624,Medium,0.8635999162991842,0.9233457843462626
OxfordPet,unet_resnet34,42,0.2574569702148437,Hard,0.7725634376207987,0.8649105628331503
OxfordPet,unet_resnet34,43,0.160162353515625,Easy,0.6239976088205973,0.7570448716481527
OxfordPet,unet_resnet34,44,0.12371826171875,Easy,0.8506716092427572,0.9157085220019022
OxfordPet,unet_resnet34,45,0.08950958251953124,Easy,0.7409478227297465,0.8404439091682434
OxfordPet,unet_resnet34,46,0.19307098388671876,Medium,0.5972665945688883,0.7379379073778788
OxfordPet,unet_resnet34,47,0.19025421142578125,Medium,0.5486147701740265,0.7016153335571289
OxfordPet,unet_resnet34,48,0.21605377197265624,Medium,0.822033166885376,0.8968870838483175
OxfordPet,unet_resnet34,49,0.15858917236328124,Easy,0.82489546140035,0.8980170885721842
OxfordPet,unet_resnet34,50,0.21007232666015624,Medium,0.877054770787557,0.9313012560208639
OxfordPet,unet_resnet34,51,0.1236083984375,Easy,0.8704451322555542,0.9276509881019592
OxfordPet,unet_resnet34,52,0.21836090087890625,Medium,0.8724965850512186,0.9277376532554626
OxfordPet,unet_resnet34,53,0.116973876953125,Easy,0.8282315532366434,0.9021430412928263
OxfordPet,unet_resnet34,54,0.16748199462890626,Easy,0.8671785791714987,0.9237788120905558
OxfordPet,unet_resnet34,55,0.055470275878906246,Easy,0.8468100229899088,0.9115642507870992
OxfordPet,unet_resnet34,56,0.22010040283203125,Medium,0.7330141564210256,0.8329834739367167
OxfordPet,unet_resnet34,57,0.19287872314453125,Medium,0.7739072442054749,0.8594443202018738
OxfordPet,unet_resnet34,58,0.20023040771484374,Medium,0.8242703477541605,0.8959620197614034
OxfordPet,unet_resnet34,59,0.13613739013671874,Easy,0.7423809468746185,0.8348656296730042
