dataset,model,idx,complexity,group,iou,dice
OxfordPet,segnet_vgg16,36,0.24518127441406248,Hard,0.7126515408356985,0.8169856667518616
OxfordPet,segnet_vgg16,37,0.265509033203125,Hard,0.847107450167338,0.9124908844629923
OxfordPet,segnet_vgg16,38,0.1498504638671875,Easy,0.8239976763725281,0.8947070638338724
OxfordPet,segnet_vgg16,39,0.2580978393554687,Hard,0.803622305393219,0.8814345796902975
OxfordPet,segnet_vgg16,40,0.22160186767578124,Medium,0.8342947363853455,0.9049326777458191
OxfordPet,segnet_vgg16,41,0.19756011962890624,Medium,0.8216342528661092,0.8964870969454447
OxfordPet,segnet_vgg16,42,0.2574569702148437,Hard,0.8396701614061991,0.9081950585047404
OxfordPet,segnet_vgg16,43,0.160162353515625,Easy,0.6468932231267294,0.7704984744389852
OxfordPet,segnet_vgg16,44,0.12371826171875,Easy,0.7951114177703857,0.8780298829078674
OxfordPet,segnet_vgg16,45,0.08950958251953124,Easy,0.6685134669144949,0.783050000667572
OxfordPet,segnet_vgg16,46,0.19307098388671876,Medium,0.5783287187417349,0.725265363852183
OxfordPet,segnet_vgg16,47,0.19025421142578125,Medium,0.5292003651460012,0.683918277422587
OxfordPet,segnet_vgg16,48,0.21605377197265624,Medium,0.7883196075757345,0.8727739651997884
OxfordPet,segnet_vgg16,49,0.15858917236328124,Easy,0.8060106436411539,0.8853011329968771
OxfordPet,segnet_vgg16,50,0.21007232666015624,Medium,0.8095946113268534,0.8895635008811951
OxfordPet,segnet_vgg16,51,0.1236083984375,Easy,0.811903198560079,0.8886461655298868
OxfordPet,segnet_vgg16,52,0.21836090087890625,Medium,0.8541975816090902,0.9155651728312174
OxfordPet,segnet_vgg16,53,0.116973876953125,Easy,0.8287626306215922,0.9020498792330424
OxfordPet,segnet_vgg16,54,0.16748199462890626,Easy,0.8353632688522339,0.9019918839136759
OxfordPet,segnet_vgg16,55,0.055470275878906246,Easy,0.8494363228480021,0.9128942092259725
OxfordPet,segnet_vgg16,56,0.22010040283203125,Medium,0.7260281244913737,0.8269804914792379
OxfordPet,segnet_vgg16,57,0.19287872314453125,Medium,0.7648914158344269,0.8520367940266927
OxfordPet,segnet_vgg16,58,0.20023040771484374,Medium,0.766780952612559,0.8575963576634725
OxfordPet,segnet_vgg16,59,0.13613739013671874,Easy,0.7456989884376526,0.838774581750234
OxfordPet,segnet_vgg16,60,0.27067718505859373,Hard,0.7760741511980692,0.865136464436849
OxfordPet,segnet_vgg16,61,0.1895050048828125,Medium,0.8508278727531433,0.9151897033055624
OxfordPet,segnet_vgg16,62,0.2288421630859375,Hard,0.829454779624939,0.9026718537012736
OxfordPet,segnet_vgg16,63,0.09974212646484375,Easy,0.6723846594492594,0.794395923614502
OxfordPet,segnet_vgg16,64,0.2168487548828125,Medium,0.8038705984751383,0.8835070729255676
OxfordPet,segnet_vgg16,65,0.10977935791015625,Easy,0.8691164255142212,0.9260421593983968
OxfordPet,segnet_vgg16,66,0.16353607177734375,Easy,0.5290838678677877,0.6852818727493286
OxfordPet,segnet_vgg16,67,0.262982177734375,Hard,0.872621496518453,0.9295718868573507
OxfordPet,segnet_vgg16,68,0.1547088623046875,Easy,0.8232618371645609,0.8946745793024699
OxfordPet,segnet_vgg16,69,0.26529541015625,Hard,0.8324523568153381,0.9034698009490967
OxfordPet,segnet_vgg16,70,0.18655700683593748,Medium,0.672384093205134,0.7940500577290853
OxfordPet,segnet_vgg16,71,0.21782379150390624,Medium,0.8304599126180013,0.9014376004536947
OxfordPet,segnet_vgg16,72,0.28258361816406247,Hard,0.8126571178436279,0.8869440158208212
OxfordPet,segnet_vgg16,73,0.206427001953125,Medium,0.8297931949297587,0.897922416528066
OxfordPet,segnet_vgg16,74,0.20593719482421874,Medium,0.7600306272506714,0.8538041313489279
OxfordPet,segnet_vgg16,75,0.1895751953125,Medium,0.8364251255989075,0.9022620519002279
OxfordPet,segnet_vgg16,76,0.22997283935546875,Hard,0.8146240512530009,0.8894543449083964
OxfordPet,segnet_vgg16,77,0.2231536865234375,Medium,0.8729581634203593,0.9275334080060323
OxfordPet,segnet_vgg16,78,0.13686981201171874,Easy,0.562366118033727,0.7101513544718424
OxfordPet,segnet_vgg16,79,0.24834442138671875,Hard,0.8253226081530253,0.8983652393023173
OxfordPet,segnet_vgg16,80,0.17780609130859373,Easy,0.8465304176012675,0.912599782148997
OxfordPet,segnet_vgg16,81,0.215374755859375,Medium,0.8548262317975363,0.9177935322125753
OxfordPet,segnet_vgg16,82,0.1929779052734375,Medium,0.8273376226425171,0.8995170791943868
OxfordPet,segnet_vgg16,83,0.05654144287109375,Easy,0.8523977994918823,0.9152377446492513
OxfordPet,segnet_vgg16,84,0.22574462890625,Medium,0.8784221013387045,0.932719091574351
OxfordPet,segnet_vgg16,85,0.1656951904296875,Easy,0.75112917025884,0.848691721757253
OxfordPet,segnet_vgg16,86,0.1800506591796875,Medium,0.8888044754664103,0.9372868736584982
OxfordPet,segnet_vgg16,87,0.0968658447265625,Easy,0.7090154588222504,0.8160760005315145
OxfordPet,segnet_vgg16,88,0.210870361328125,Medium,0.8023595412572225,0.8807326555252075
OxfordPet,segnet_vgg16,89,0.1437286376953125,Easy,0.7958142558733622,0.8765159447987875
OxfordPet,segnet_vgg16,90,0.08852691650390625,Easy,0.7980048855145773,0.8801198403040568
OxfordPet,segnet_vgg16,91,0.23445281982421876,Hard,0.8867731889088949,0.9365021189053854
OxfordPet,segnet_vgg16,92,0.14578704833984374,Easy,0.8331122001012167,0.9025673667589823
OxfordPet,segnet_vgg16,93,0.2548004150390625,Hard,0.8734884063402811,0.9288656115531921
OxfordPet,segnet_vgg16,94,0.2706451416015625,Hard,0.8534077803293864,0.9164812763532003
OxfordPet,segnet_vgg16,95,0.14277038574218748,Easy,0.7878612875938416,0.8674038449923197
OxfordPet,segnet_vgg16,96,0.2638519287109375,Hard,0.6648672918478647,0.7832473119099935
OxfordPet,segnet_vgg16,97,0.21225280761718748,Medium,0.8687660892804464,0.9263468980789185
OxfordPet,segnet_vgg16,98,0.2301239013671875,Hard,0.6946969032287598,0.8109550277392069
OxfordPet,segnet_vgg16,99,0.23280639648437498,Hard,0.7503889004389445,0.8410196304321289
OxfordPet,segnet_vgg16,100,0.24202728271484375,Hard,0.8108893235524496,0.8854024012883505
OxfordPet,segnet_vgg16,101,0.24055938720703124,Hard,0.8420133392016093,0.9095403949419657
OxfordPet,segnet_vgg16,102,0.2136474609375,Medium,0.7288719415664673,0.8343903422355652
OxfordPet,segnet_vgg16,103,0.1991058349609375,Medium,0.756231943766276,0.8497083187103271
OxfordPet,segnet_vgg16,104,0.1446441650390625,Easy,0.7673679788907369,0.8576502402623495
OxfordPet,segnet_vgg16,105,0.1226531982421875,Easy,0.8093871672948202,0.8843043843905131
OxfordPet,segnet_vgg16,106,0.20539398193359373,Medium,0.6353679299354553,0.7692629297574362
OxfordPet,segnet_vgg16,107,0.20011444091796873,Medium,0.7754201193650564,0.8585816025733948
OxfordPet,segnet_vgg16,108,0.22321014404296874,Medium,0.7561635573705038,0.8525984485944113
OxfordPet,segnet_vgg16,109,0.2154541015625,Medium,0.8169124126434326,0.8934653004010519
OxfordPet,segnet_vgg16,110,0.22801513671874998,Hard,0.758439302444458,0.8514889081319174
OxfordPet,segnet_vgg16,111,0.17666015625,Easy,0.6859951416651408,0.7904589772224426
OxfordPet,segnet_vgg16,112,0.23640899658203124,Hard,0.8238881230354309,0.893665095170339
OxfordPet,segnet_vgg16,113,0.0877227783203125,Easy,0.7862842877705892,0.8686024149258932
OxfordPet,segnet_vgg16,114,0.206329345703125,Medium,0.726040780544281,0.8265724976857504
OxfordPet,segnet_vgg16,115,0.1131561279296875,Easy,0.6878503064314524,0.8063025871912638
OxfordPet,segnet_vgg16,116,0.13336639404296874,Easy,0.7621395786603292,0.8525705933570862
OxfordPet,segnet_vgg16,117,0.15238037109375,Easy,0.7029472589492798,0.8131197293599447
OxfordPet,segnet_vgg16,118,0.18275756835937498,Medium,0.8233904043833414,0.8937215407689413
OxfordPet,segnet_vgg16,119,0.241729736328125,Hard,0.8123312989870707,0.8880043029785156
KvasirSEG,unet_resnet34,0,0.262554931640625,Medium,0.9329483807086945,0.9646892547607422
KvasirSEG,unet_resnet34,1,0.24438781738281248,Easy,0.8894126117229462,0.9404995739459991
KvasirSEG,unet_resnet34,2,0.2974227905273437,Hard,0.925601989030838,0.9599210917949677
KvasirSEG,unet_resnet34,3,0.23695526123046873,Easy,0.9618142247200012,0.9804334938526154
KvasirSEG,unet_resnet34,4,0.25948181152343747,Medium,0.7197721898555756,0.8218345940113068
KvasirSEG,unet_resnet34,5,0.2551223754882812,Medium,0.9794961214065552,0.9895971417427063
KvasirSEG,unet_resnet34,6,0.280322265625,Hard,0.8562036156654358,0.9179922044277191
KvasirSEG,unet_resnet34,7,0.25065460205078127,Easy,0.9323021769523621,0.9644762575626373
KvasirSEG,unet_resnet34,8,0.279925537109375,Medium,0.9564829170703888,0.9774080514907837
KvasirSEG,unet_resnet34,9,0.2654998779296875,Medium,0.9727270603179932,0.986074686050415
KvasirSEG,unet_resnet34,10,0.22179412841796875,Easy,0.8856801390647888,0.9386434257030487
KvasirSEG,unet_resnet34,11,0.2463134765625,Easy,0.947768896818161,0.972948282957077
KvasirSEG,unet_resnet34,12,0.2796142578125,Medium,0.9644229412078857,0.9816661179065704
KvasirSEG,unet_resnet34,13,0.25938873291015624,Medium,0.9792414903640747,0.9894611537456512
KvasirSEG,unet_resnet34,14,0.29176483154296873,Hard,0.920033723115921,0.9568515121936798
KvasirSEG,unet_resnet34,15,0.263299560546875,Medium,0.749234139919281,0.8487005829811096
KvasirSEG,unet_resnet34,16,0.216644287109375,Easy,0.9454005062580109,0.9718324840068817
KvasirSEG,unet_resnet34,17,0.25891265869140623,Medium,0.9536427855491638,0.9760196208953857
KvasirSEG,unet_resnet34,18,0.2730392456054687,Medium,0.9412982761859894,0.96920445561409
KvasirSEG,unet_resnet34,19,0.22905426025390624,Easy,0.9710037112236023,0.9852380752563477
KvasirSEG,unet_resnet34,20,0.2427490234375,Easy,0.9680573344230652,0.9836856126785278
KvasirSEG,unet_resnet34,21,0.25531311035156246,Medium,0.9689219892024994,0.98410964012146
KvasirSEG,unet_resnet34,22,0.23235626220703123,Easy,0.8456966280937195,0.9152513444423676
KvasirSEG,unet_resnet34,23,0.2742401123046875,Medium,0.9447144567966461,0.971064031124115
KvasirSEG,unet_resnet34,24,0.29112854003906247,Hard,0.9649395942687988,0.9818860292434692
KvasirSEG,unet_resnet34,25,0.22279663085937498,Easy,0.9793905317783356,0.9895696043968201
KvasirSEG,unet_resnet34,26,0.2834152221679687,Hard,0.9756667912006378,0.9875718057155609
KvasirSEG,unet_resnet34,27,0.2942169189453125,Hard,0.9085923135280609,0.9500241577625275
KvasirSEG,unet_resnet34,28,0.26263427734375,Medium,0.7694684863090515,0.8600148856639862
KvasirSEG,unet_resnet34,29,0.29457550048828124,Hard,0.860979288816452,0.9199929237365723
KvasirSEG,unet_resnet34,30,0.25985260009765626,Medium,0.8934580683708191,0.9422153532505035
KvasirSEG,unet_resnet34,31,0.22148284912109376,Easy,0.975811243057251,0.9877326190471649
KvasirSEG,unet_resnet34,32,0.18645019531249998,Easy,0.4688715785741806,0.6197012960910797
KvasirSEG,unet_resnet34,33,0.227880859375,Easy,0.9721753895282745,0.9858509004116058
KvasirSEG,unet_resnet34,34,0.293878173828125,Hard,0.8345673084259033,0.9024044573307037
KvasirSEG,unet_resnet34,35,0.23279113769531248,Easy,0.9185264408588409,0.9570846259593964
KvasirSEG,unet_resnet34,36,0.278826904296875,Medium,0.9548477232456207,0.9765366017818451
KvasirSEG,unet_resnet34,37,0.0971649169921875,Easy,0.9393387734889984,0.9685566425323486
KvasirSEG,unet_resnet34,38,0.2804229736328125,Hard,0.9488936364650726,0.9732874035835266
KvasirSEG,unet_resnet34,39,0.29484710693359373,Hard,0.926620602607727,0.9605880081653595
KvasirSEG,unet_resnet34,40,0.22635955810546873,Easy,0.9725093245506287,0.9860242009162903
KvasirSEG,unet_resnet34,41,0.26792449951171876,Medium,0.9646635055541992,0.98183274269104
KvasirSEG,unet_resnet34,42,0.2980789184570312,Hard,0.6257414519786835,0.7121703326702118
KvasirSEG,unet_resnet34,43,0.23049774169921874,Easy,0.945076048374176,0.9716007113456726
KvasirSEG,unet_resnet34,44,0.26735534667968747,Medium,0.8786047995090485,0.9331566989421844
KvasirSEG,unet_resnet34,45,0.2931365966796875,Hard,0.9618995189666748,0.980246514081955
KvasirSEG,unet_resnet34,46,0.27779541015625,Medium,0.947700709104538,0.9726601839065552
KvasirSEG,unet_resnet34,47,0.22747039794921875,Easy,0.9247736036777496,0.9606257677078247
KvasirSEG,unet_resnet34,48,0.28794097900390625,Hard,0.9685158729553223,0.9838021993637085
KvasirSEG,unet_resnet34,49,0.2669769287109375,Medium,0.5419852063059807,0.6368729025125504
KvasirSEG,unet_resnet34,50,0.2507293701171875,Easy,0.9567986726760864,0.9777534306049347
KvasirSEG,unet_resnet34,51,0.22759552001953123,Easy,0.9314056634902954,0.9642130732536316
KvasirSEG,unet_resnet34,52,0.251678466796875,Medium,0.9251718819141388,0.9605586230754852
KvasirSEG,unet_resnet34,53,0.27274627685546876,Medium,0.9785192608833313,0.9890708923339844
KvasirSEG,unet_resnet34,54,0.28649444580078126,Hard,0.9675936996936798,0.9833185970783234
KvasirSEG,unet_resnet34,55,0.29140472412109375,Hard,0.9122884571552277,0.9523113369941711
KvasirSEG,unet_resnet34,56,0.13286285400390624,Easy,0.795265406370163,0.8857811391353607
KvasirSEG,unet_resnet34,57,0.27524261474609374,Medium,0.9366549253463745,0.9666479527950287
KvasirSEG,unet_resnet34,58,0.23040924072265626,Easy,0.9098646938800812,0.9522701501846313
KvasirSEG,unet_resnet34,59,0.23424072265624998,Easy,0.5580592304468155,0.6820995956659317
KvasirSEG,unet_resnet34,60,0.26725311279296876,Medium,0.9594210684299469,0.9790557026863098
KvasirSEG,unet_resnet34,61,0.2766403198242187,Medium,0.9398603737354279,0.9683667421340942
KvasirSEG,unet_resnet34,62,0.27618865966796874,Medium,0.9680213332176208,0.9835817813873291
KvasirSEG,unet_resnet34,63,0.28741455078125,Hard,0.9611444771289825,0.9798748791217804
KvasirSEG,unet_resnet34,64,0.29010162353515623,Hard,0.9384346604347229,0.9674058854579926
KvasirSEG,unet_resnet34,65,0.2974884033203125,Hard,0.549362413585186,0.6263253092765808
KvasirSEG,unet_resnet34,66,0.2352447509765625,Easy,0.9719608128070831,0.9857275187969208
KvasirSEG,unet_resnet34,67,0.2919296264648437,Hard,0.839865654706955,0.9061983823776245
KvasirSEG,unet_resnet34,68,0.26425628662109374,Medium,0.94058758020401,0.9689212441444397
KvasirSEG,unet_resnet34,69,0.22873077392578126,Easy,0.9499492943286896,0.97418412566185
KvasirSEG,unet_resnet34,70,0.12823944091796874,Easy,0.5315399169921875,0.6937096118927002
KvasirSEG,unet_resnet34,71,0.2169189453125,Easy,0.604262188076973,0.7376087605953217
KvasirSEG,unet_resnet34,72,0.29715118408203123,Hard,0.48897408694028854,0.5664167106151581
KvasirSEG,unet_resnet34,73,0.26947784423828125,Medium,0.963908314704895,0.9814328551292419
KvasirSEG,unet_resnet34,74,0.2067962646484375,Easy,0.7587330043315887,0.8600319027900696
KvasirSEG,unet_resnet34,75,0.23507232666015623,Easy,0.7396484315395355,0.847339928150177
KvasirSEG,unet_resnet34,76,0.28807220458984373,Hard,0.9417330920696259,0.9692761600017548
KvasirSEG,unet_resnet34,77,0.2655059814453125,Medium,0.8974282145500183,0.9443252086639404
KvasirSEG,unet_resnet34,78,0.2806838989257812,Hard,0.9599047899246216,0.9792469143867493
KvasirSEG,unet_resnet34,79,0.28685760498046875,Hard,0.9342741072177887,0.9650920331478119
KvasirSEG,unet_resnet34,80,0.283734130859375,Hard,0.8927885293960571,0.94083172082901
KvasirSEG,unet_resnet34,81,0.27533721923828125,Medium,0.9760693907737732,0.9877954423427582
KvasirSEG,unet_resnet34,82,0.28793487548828123,Hard,0.949297308921814,0.9734435677528381
KvasirSEG,unet_resnet34,83,0.2602386474609375,Medium,0.863764762878418,0.9242008328437805
KvasirSEG,unet_resnet34,84,0.29071197509765623,Hard,0.9514183104038239,0.9745853245258331
KvasirSEG,unet_resnet34,85,0.25102691650390624,Medium,0.9692344665527344,0.9842826724052429
KvasirSEG,unet_resnet34,86,0.195867919921875,Easy,0.90943843126297,0.9524021744728088
KvasirSEG,unet_resnet34,87,0.2934295654296875,Hard,0.87828528881073,0.9313107430934906
KvasirSEG,unet_resnet34,88,0.29443969726562497,Hard,0.9398466050624847,0.9681132733821869
KvasirSEG,unet_resnet34,89,0.249359130859375,Easy,0.8616430759429932,0.9237754940986633
KvasirSEG,unet_resnet34,90,0.29676513671875,Hard,0.8843608498573303,0.9350076913833618
KvasirSEG,unet_resnet34,91,0.24749755859375,Easy,0.9155188500881195,0.955243319272995
KvasirSEG,unet_resnet34,92,0.28714599609374997,Hard,0.9452724456787109,0.971244752407074
KvasirSEG,unet_resnet34,93,0.25265960693359374,Medium,0.9102146029472351,0.9520628750324249
KvasirSEG,unet_resnet34,94,0.28399810791015623,Hard,0.9644245505332947,0.9816471040248871
KvasirSEG,unet_resnet34,95,0.26225738525390624,Medium,0.8112429082393646,0.89058917760849
KvasirSEG,unet_resnet34,96,0.29648590087890625,Hard,0.9565685093402863,0.9773421287536621
KvasirSEG,unet_resnet34,97,0.28408203125,Hard,0.957758218050003,0.9780727326869965
KvasirSEG,unet_resnet34,98,0.19016876220703124,Easy,0.846713125705719,0.9168020188808441
KvasirSEG,unet_resnet34,99,0.283038330078125,Hard,0.9263650178909302,0.9606820046901703
KvasirSEG,unet_resnet34,100,0.1757354736328125,Easy,0.8914131224155426,0.9425418078899384
KvasirSEG,unet_resnet34,101,0.273529052734375,Medium,0.9604162275791168,0.9795556962490082
KvasirSEG,unet_resnet34,102,0.27955169677734376,Medium,0.7851677536964417,0.870740532875061
KvasirSEG,unet_resnet34,103,0.29738922119140626,Hard,0.48543548586603547,0.4926101267599716
KvasirSEG,unet_resnet34,104,0.2675003051757812,Medium,0.8949074447154999,0.9429806470870972
KvasirSEG,unet_resnet34,105,0.26715087890625,Medium,0.9215557873249054,0.958225429058075
KvasirSEG,unet_resnet34,106,0.24194641113281248,Easy,0.9103119075298309,0.9524608850479126
KvasirSEG,unet_resnet34,107,0.2950897216796875,Hard,0.9591546654701233,0.9787539839744568
KvasirSEG,unet_resnet34,108,0.2459259033203125,Easy,0.9727363586425781,0.9861164689064026
KvasirSEG,unet_resnet34,109,0.2437286376953125,Easy,0.9742887616157532,0.9869213700294495
KvasirSEG,unet_resnet34,110,0.29228820800781247,Hard,0.9681403040885925,0.9835858941078186
KvasirSEG,unet_resnet34,111,0.2503021240234375,Easy,0.8457721769809723,0.9145120978355408
KvasirSEG,unet_resnet34,112,0.2753570556640625,Medium,0.8220205903053284,0.895547479391098
KvasirSEG,unet_resnet34,113,0.2980926513671875,Hard,0.7552827000617981,0.8397577702999115
KvasirSEG,unet_resnet34,114,0.2555816650390625,Medium,0.9070944786071777,0.9502955377101898
KvasirSEG,unet_resnet34,115,0.21715545654296875,Easy,0.7537885010242462,0.8552710711956024
KvasirSEG,unet_resnet34,116,0.28997039794921875,Hard,0.8009087443351746,0.8793097138404846
KvasirSEG,unet_resnet34,117,0.2765625,Medium,0.8004223108291626,0.8820633590221405
KvasirSEG,unet_resnet34,118,0.222332763671875,Easy,0.9705403447151184,0.9850118160247803
KvasirSEG,unet_resnet34,119,0.2833084106445312,Hard,0.9537766873836517,0.9759296476840973
KvasirSEG,segnet_vgg16,0,0.262554931640625,Medium,0.9639156460762024,0.98145791888237
KvasirSEG,segnet_vgg16,1,0.24438781738281248,Easy,0.9263755083084106,0.9613427221775055
KvasirSEG,segnet_vgg16,2,0.2974227905273437,Hard,0.9208244383335114,0.9571297764778137
KvasirSEG,segnet_vgg16,3,0.23695526123046873,Easy,0.9547975659370422,0.9767321944236755
KvasirSEG,segnet_vgg16,4,0.25948181152343747,Medium,0.7908611595630646,0.875903308391571
KvasirSEG,segnet_vgg16,5,0.2551223754882812,Medium,0.9745298326015472,0.9870320856571198
KvasirSEG,segnet_vgg16,6,0.280322265625,Hard,0.9042798578739166,0.9478826820850372
KvasirSEG,segnet_vgg16,7,0.25065460205078127,Easy,0.9475443959236145,0.9727820456027985
KvasirSEG,segnet_vgg16,8,0.279925537109375,Medium,0.9580610394477844,0.9782590270042419
KvasirSEG,segnet_vgg16,9,0.2654998779296875,Medium,0.965468168258667,0.9822688400745392
KvasirSEG,segnet_vgg16,10,0.22179412841796875,Easy,0.9674643874168396,0.9834176898002625
KvasirSEG,segnet_vgg16,11,0.2463134765625,Easy,0.8925726413726807,0.9422961473464966
KvasirSEG,segnet_vgg16,12,0.2796142578125,Medium,0.9604048132896423,0.9795214235782623
KvasirSEG,segnet_vgg16,13,0.25938873291015624,Medium,0.9742614924907684,0.9868846535682678
KvasirSEG,segnet_vgg16,14,0.29176483154296873,Hard,0.9539929628372192,0.9759768545627594
KvasirSEG,segnet_vgg16,15,0.263299560546875,Medium,0.78812575340271,0.8762214183807373
KvasirSEG,segnet_vgg16,16,0.216644287109375,Easy,0.9164718687534332,0.9561430811882019
KvasirSEG,segnet_vgg16,17,0.25891265869140623,Medium,0.9566890299320221,0.9776466488838196
KvasirSEG,segnet_vgg16,18,0.2730392456054687,Medium,0.9344794154167175,0.9654329717159271
KvasirSEG,segnet_vgg16,19,0.22905426025390624,Easy,0.9808362126350403,0.9903039336204529
KvasirSEG,segnet_vgg16,20,0.2427490234375,Easy,0.9609682261943817,0.9799714684486389
KvasirSEG,segnet_vgg16,21,0.25531311035156246,Medium,0.9746221899986267,0.9870787560939789
KvasirSEG,segnet_vgg16,22,0.23235626220703123,Easy,0.7667410373687744,0.8634150922298431
KvasirSEG,segnet_vgg16,23,0.2742401123046875,Medium,0.9331879317760468,0.9646905660629272
KvasirSEG,segnet_vgg16,24,0.29112854003906247,Hard,0.9669229686260223,0.9829433560371399
KvasirSEG,segnet_vgg16,25,0.22279663085937498,Easy,0.9475168883800507,0.9729364216327667
KvasirSEG,segnet_vgg16,26,0.2834152221679687,Hard,0.9739056527614594,0.9866511523723602
KvasirSEG,segnet_vgg16,27,0.2942169189453125,Hard,0.8956765830516815,0.9422115981578827
KvasirSEG,segnet_vgg16,28,0.26263427734375,Medium,0.7640728950500488,0.8559637069702148
KvasirSEG,segnet_vgg16,29,0.29457550048828124,Hard,0.8476077914237976,0.9111433923244476
KvasirSEG,segnet_vgg16,30,0.25985260009765626,Medium,0.9369294345378876,0.9669650495052338
KvasirSEG,segnet_vgg16,31,0.22148284912109376,Easy,0.978733241558075,0.9892332255840302
KvasirSEG,segnet_vgg16,32,0.18645019531249998,Easy,0.681758850812912,0.8085709810256958
KvasirSEG,segnet_vgg16,33,0.227880859375,Easy,0.9680720269680023,0.9837236106395721
KvasirSEG,segnet_vgg16,34,0.293878173828125,Hard,0.9263255000114441,0.9604413211345673
KvasirSEG,segnet_vgg16,35,0.23279113769531248,Easy,0.9012972712516785,0.9473970234394073
KvasirSEG,segnet_vgg16,36,0.278826904296875,Medium,0.9445445537567139,0.9709229171276093
KvasirSEG,segnet_vgg16,37,0.0971649169921875,Easy,0.9458910226821899,0.9720437824726105
KvasirSEG,segnet_vgg16,38,0.2804229736328125,Hard,0.9590007662773132,0.9787620007991791
KvasirSEG,segnet_vgg16,39,0.29484710693359373,Hard,0.921026349067688,0.9573459029197693
KvasirSEG,segnet_vgg16,40,0.22635955810546873,Easy,0.9749661087989807,0.9872918725013733
KvasirSEG,segnet_vgg16,41,0.26792449951171876,Medium,0.9631872773170471,0.9810524880886078
KvasirSEG,segnet_vgg16,42,0.2980789184570312,Hard,0.8448900282382965,0.9087557792663574
KvasirSEG,segnet_vgg16,43,0.23049774169921874,Easy,0.9277240335941315,0.9622344672679901
KvasirSEG,segnet_vgg16,44,0.26735534667968747,Medium,0.894582062959671,0.9427665770053864
KvasirSEG,segnet_vgg16,45,0.2931365966796875,Hard,0.9310024976730347,0.9631341099739075
KvasirSEG,segnet_vgg16,46,0.27779541015625,Medium,0.9504736661911011,0.9741717278957367
KvasirSEG,segnet_vgg16,47,0.22747039794921875,Easy,0.9403765499591827,0.9690864682197571
KvasirSEG,segnet_vgg16,48,0.28794097900390625,Hard,0.9683994650840759,0.9837408661842346
KvasirSEG,segnet_vgg16,49,0.2669769287109375,Medium,0.7051761299371719,0.8080017864704132
KvasirSEG,segnet_vgg16,50,0.2507293701171875,Easy,0.9267776906490326,0.9615026116371155
KvasirSEG,segnet_vgg16,51,0.22759552001953123,Easy,0.8927195966243744,0.9427140355110168
KvasirSEG,segnet_vgg16,52,0.251678466796875,Medium,0.7954058945178986,0.8802111148834229
KvasirSEG,segnet_vgg16,53,0.27274627685546876,Medium,0.979280948638916,0.9894654750823975
KvasirSEG,segnet_vgg16,54,0.28649444580078126,Hard,0.8700558245182037,0.9267865121364594
KvasirSEG,segnet_vgg16,55,0.29140472412109375,Hard,0.9129247963428497,0.9526946842670441
KvasirSEG,segnet_vgg16,56,0.13286285400390624,Easy,0.9034237563610077,0.9491795003414154
KvasirSEG,segnet_vgg16,57,0.27524261474609374,Medium,0.9396545886993408,0.9683225750923157
KvasirSEG,segnet_vgg16,58,0.23040924072265626,Easy,0.9317367076873779,0.9643850922584534
KvasirSEG,segnet_vgg16,59,0.23424072265624998,Easy,0.5050240829586983,0.6215962469577789
KvasirSEG,segnet_vgg16,60,0.26725311279296876,Medium,0.8719305098056793,0.9288475513458252
KvasirSEG,segnet_vgg16,61,0.2766403198242187,Medium,0.9492381513118744,0.9735079109668732
KvasirSEG,segnet_vgg16,62,0.27618865966796874,Medium,0.7652127146720886,0.8572938144207001
KvasirSEG,segnet_vgg16,63,0.28741455078125,Hard,0.953835129737854,0.9759252965450287
KvasirSEG,segnet_vgg16,64,0.29010162353515623,Hard,0.9432952702045441,0.97011798620224
KvasirSEG,segnet_vgg16,65,0.2974884033203125,Hard,0.5244950875639915,0.5982893854379654
KvasirSEG,segnet_vgg16,66,0.2352447509765625,Easy,0.9156080782413483,0.9553812444210052
KvasirSEG,segnet_vgg16,67,0.2919296264648437,Hard,0.8631100356578827,0.9218831658363342
KvasirSEG,segnet_vgg16,68,0.26425628662109374,Medium,0.9278206527233124,0.9618614912033081
KvasirSEG,segnet_vgg16,69,0.22873077392578126,Easy,0.9656364023685455,0.9824528396129608
KvasirSEG,segnet_vgg16,70,0.12823944091796874,Easy,0.7731064260005951,0.8718714118003845
KvasirSEG,segnet_vgg16,71,0.2169189453125,Easy,0.8453955054283142,0.9151684641838074
KvasirSEG,segnet_vgg16,72,0.29715118408203123,Hard,0.5008890256285667,0.5786843001842499
KvasirSEG,segnet_vgg16,73,0.26947784423828125,Medium,0.8585574924945831,0.9209216237068176
KvasirSEG,segnet_vgg16,74,0.2067962646484375,Easy,0.9111839830875397,0.9533005654811859
KvasirSEG,segnet_vgg16,75,0.23507232666015623,Easy,0.7477128505706787,0.8527756035327911
KvasirSEG,segnet_vgg16,76,0.28807220458984373,Hard,0.959446907043457,0.9789663851261139
KvasirSEG,segnet_vgg16,77,0.2655059814453125,Medium,0.9014968574047089,0.9467867016792297
KvasirSEG,segnet_vgg16,78,0.2806838989257812,Hard,0.9535423219203949,0.975817084312439
KvasirSEG,segnet_vgg16,79,0.28685760498046875,Hard,0.9432603120803833,0.9701199531555176
KvasirSEG,segnet_vgg16,80,0.283734130859375,Hard,0.5417266264557838,0.6100856065750122
KvasirSEG,segnet_vgg16,81,0.27533721923828125,Medium,0.4961715638637543,0.6340816766023636
