dataset,model,seed,fraction,lr,epoch,train_loss,val_loss,train_iou,val_iou,train_dice,val_dice,train_pixel_acc,val_pixel_acc,lr_current
KvasirSEG,segnet_vgg16,3407,1.0,0.0003,1,0.5425652662913004,0.4511086106300354,0.6267528532222769,0.7184463759263356,0.7385956233088997,0.8226037490367889,0.869574228922526,0.9046787532170614,0.00029882903314519993
KvasirSEG,segnet_vgg16,3407,1.0,0.0003,2,0.369305941222728,0.333490264415741,0.7066655742197201,0.7372577369213105,0.8085490961869558,0.8327887467543285,0.9105431348427959,0.9217331957817078,0.0002953345994276017
KvasirSEG,segnet_vgg16,3407,1.0,0.0003,3,0.3450094550505452,0.2657334323724111,0.7134669298070601,0.792776591181755,0.8147256235624182,0.8753603959083557,0.9121134527798357,0.9366157039006551,0.00028957180815440534
KvasirSEG,segnet_vgg16,3407,1.0,0.0003,4,0.2927730542489852,0.239853675365448,0.7611490628500094,0.8100971182187399,0.8509685051167148,0.8876899973551432,0.9278124228291128,0.9411395271619161,0.00028163154198651373
KvasirSEG,segnet_vgg16,3407,1.0,0.0003,5,0.2723937949229931,0.22606143792470296,0.7694124050181488,0.8141395608584087,0.8587166555654043,0.8907262694835663,0.9319607745641949,0.9417684944470723,0.0002716390236646797
KvasirSEG,segnet_vgg16,3407,1.0,0.0003,6,0.2652300018174895,0.19880037585894267,0.7755716732521166,0.8368350732326507,0.8621054226639627,0.9066836098829906,0.9339931312648729,0.949587098757426,0.0002597518411720796
KvasirSEG,segnet_vgg16,3407,1.0,0.0003,7,0.25698806516740513,0.23231640497843425,0.7815099077663202,0.8122703842322032,0.8670928396027664,0.8889054830869039,0.9357406572363842,0.9413798014322917,0.0002461574624776804
KvasirSEG,segnet_vgg16,3407,1.0,0.0003,8,0.23547865124954576,0.2175493346651395,0.8044818478754197,0.8342156946659088,0.8828903347596355,0.9034253458182017,0.9427555785782036,0.949556275208791,0.00023107027905438094
KvasirSEG,segnet_vgg16,3407,1.0,0.0003,9,0.23510766166380082,0.21066905230283736,0.8001824309085978,0.8389101711908976,0.8798159501333346,0.9060468153158824,0.9425005638736418,0.9515716552734375,0.00021472822479741324
KvasirSEG,segnet_vgg16,3407,1.0,0.0003,10,0.22028237641200252,0.20552102893590926,0.810822019803113,0.8344149021307627,0.8878271230335893,0.9035296229521433,0.9452262089170259,0.9499430338541667,0.00019738902366467964
KvasirSEG,segnet_vgg16,3407,1.0,0.0003,11,0.21673142644523205,0.20112566749254862,0.8136929384935861,0.8371164584159851,0.8891353305728956,0.9061178576946258,0.9466099793883576,0.9471389770507812,0.00017932612521598008
KvasirSEG,segnet_vgg16,3407,1.0,0.0003,12,0.20312547675151935,0.19381603171428044,0.8269636696097494,0.8377433538436889,0.8987835186651383,0.9053567779064179,0.9509480575035358,0.9517325846354167,0.000160824392150103
KvasirSEG,segnet_vgg16,3407,1.0,0.0003,13,0.20153855609482732,0.17600816865762076,0.8278199435993173,0.8481772720813752,0.8986266255378723,0.9124411873022715,0.9506188315906744,0.9545687866210938,0.00014217560784989694
KvasirSEG,segnet_vgg16,3407,1.0,0.0003,14,0.18272254744480396,0.17321040680011113,0.8415848970755764,0.856113379796346,0.9080733567818828,0.9179139498869578,0.9551803983491043,0.9557578547795613,0.0001236738747840199
KvasirSEG,segnet_vgg16,3407,1.0,0.0003,15,0.1834988040828157,0.1649126634001732,0.8398597428853485,0.8580717758337657,0.9068804991313781,0.9186719957987467,0.9543633296571928,0.957325033346812,0.00010561097633532034
KvasirSEG,segnet_vgg16,3407,1.0,0.0003,16,0.1670216284264093,0.1532446344693502,0.8502786798381258,0.8750335315863291,0.9140878956893395,0.9297168842951457,0.958202800531497,0.9619561775525411,8.82717752025867e-05
KvasirSEG,segnet_vgg16,3407,1.0,0.0003,17,0.17204442945705062,0.16705178260803222,0.8459522511767245,0.8591046249866485,0.9108768807745528,0.9193516608079274,0.9570422994679418,0.9573694864908854,7.192972094561895e-05
KvasirSEG,segnet_vgg16,3407,1.0,0.0003,18,0.16259882350762686,0.15713262687126794,0.8557672834601896,0.8642306256294251,0.917458983330891,0.9230024898052216,0.9596205086543642,0.958114218711853,5.684253752231956e-05
KvasirSEG,segnet_vgg16,3407,1.0,0.0003,19,0.1519979198688063,0.16280526399612427,0.8636783111369473,0.8655325265725454,0.9225867301568218,0.9233690583705902,0.96229529106754,0.9589272069931031,4.324815882792041e-05
KvasirSEG,segnet_vgg16,3407,1.0,0.0003,20,0.1471432843084993,0.15623125861088435,0.8707736922406603,0.8670587035020193,0.927163307694183,0.9245430906613668,0.9643271216030779,0.9588047297795613,3.1360976335320314e-05
KvasirSEG,segnet_vgg16,3407,1.0,0.0003,21,0.14383357035360117,0.14717024187246958,0.8729689415844007,0.8747868454456329,0.9278260722927664,0.9296094139417013,0.9654550442750427,0.9619318644205729,2.1368458013486254e-05
KvasirSEG,segnet_vgg16,3407,1.0,0.0003,22,0.14664842158384706,0.15254742950201033,0.8735067138726684,0.8693117598692576,0.9285897499528425,0.9261422109603882,0.9647184130789219,0.9603198258082072,1.3428191845594673e-05
KvasirSEG,segnet_vgg16,3407,1.0,0.0003,23,0.13999842693922163,0.14934590260187786,0.8780491710051723,0.8715775346755982,0.9313107790618107,0.9273579180240631,0.9664129498361171,0.9602454630533854,7.6654005723983e-06
