dataset,model,seed,fraction,lr,epoch,train_loss,val_loss,train_iou,val_iou,train_dice,val_dice,train_pixel_acc,val_pixel_acc,lr_current
OxfordPet,segnet_vgg16,42,1.0,0.0003,1,0.7355494700973819,0.5671765156414198,0.5602865506341491,0.6500708498240672,0.682172058969659,0.770352213135088,0.7978889986595011,0.8442998139754586,0.00029882903314519993
OxfordPet,segnet_vgg16,42,1.0,0.0003,2,0.5478121856724993,0.40741895506347436,0.6446245834077122,0.7195938838564829,0.7650108698670662,0.8210107341480715,0.8517734397272145,0.8952387381291044,0.0002953345994276017
OxfordPet,segnet_vgg16,42,1.0,0.0003,3,0.5104066343596263,0.4026782054832016,0.6622853103878582,0.7092662691206171,0.7788444366267497,0.810830270898515,0.8625026252699195,0.8953203118365743,0.00028957180815440534
OxfordPet,segnet_vgg16,42,1.0,0.0003,4,0.4805640173809869,0.3948113926942798,0.6755833220099322,0.7131632140293214,0.7890249733537377,0.8138269579065017,0.8704003221499994,0.8965579599573992,0.00028163154198651373
OxfordPet,segnet_vgg16,42,1.0,0.0003,5,0.458301517904175,0.3805675104908321,0.6858050746392023,0.7323226181493289,0.7966083342490974,0.831319338745541,0.876658641033291,0.8989304528720137,0.0002716390236646797
OxfordPet,segnet_vgg16,42,1.0,0.0003,6,0.44013632787680773,0.3704106827145037,0.6958482366973074,0.7319590098040116,0.8040118998930809,0.8300603489944902,0.8824371136493564,0.9011282989944237,0.0002597518411720796
OxfordPet,segnet_vgg16,42,1.0,0.0003,7,0.4355805120112733,0.40133408143900445,0.6991689059551702,0.7253651790284876,0.8065116908671194,0.8243009338632299,0.8839262375920456,0.8995259602864584,0.0002461574624776804
OxfordPet,segnet_vgg16,42,1.0,0.0003,8,0.41520092664112956,0.354691944476487,0.7085805121909512,0.7406450187526465,0.8135089960342611,0.8373278437029337,0.889090443249815,0.9040261420650758,0.00023107027905438094
OxfordPet,segnet_vgg16,42,1.0,0.0003,9,0.41034514794808735,0.3445603329202403,0.7114843193973812,0.7474184476810954,0.8159000168305747,0.8416709905661245,0.8905052635240258,0.9091388315394304,0.00021472822479741324
OxfordPet,segnet_vgg16,42,1.0,0.0003,10,0.39049500736020365,0.33110545942748804,0.7193879739036226,0.7539875720434142,0.8215801556041274,0.8471566119055814,0.8955606555346376,0.9107704715452333,0.00019738902366467964
OxfordPet,segnet_vgg16,42,1.0,0.0003,11,0.37870820449746173,0.33042089360347693,0.7261301683219574,0.754194640307035,0.826257386593839,0.8467309014232836,0.8989586208177649,0.9116022414055424,0.00017932612521598008
OxfordPet,segnet_vgg16,42,1.0,0.0003,12,0.3748740614478632,0.31749882818996045,0.7277926392004849,0.7640983481050115,0.8275840051364206,0.854236909732726,0.8999111045221364,0.9154521831567737,0.000160824392150103
OxfordPet,segnet_vgg16,42,1.0,0.0003,13,0.3574350542440918,0.3197568024414173,0.7379840666709726,0.7623531662899516,0.8348971034552496,0.8533657636619422,0.9054955014530917,0.9135325887928838,0.00014217560784989694
OxfordPet,segnet_vgg16,42,1.0,0.0003,14,0.3449651382817245,0.3085813431636147,0.7446079776153803,0.7703904480749856,0.8394593125051106,0.8590747834979622,0.9092452659369996,0.9179885974828748,0.0001236738747840199
OxfordPet,segnet_vgg16,42,1.0,0.0003,15,0.3394270473570557,0.31119532947954925,0.7465764948670167,0.7658729112666588,0.841061259216897,0.8555097698013562,0.9099873311771369,0.9168372499770012,0.00010561097633532034
OxfordPet,segnet_vgg16,42,1.0,0.0003,16,0.32982867132432714,0.3084979780774186,0.7516958869330381,0.7695502622979852,0.8446863882906933,0.8579040256099425,0.9126093965139448,0.9182238095048545,8.82717752025867e-05
OxfordPet,segnet_vgg16,42,1.0,0.0003,17,0.325522373459354,0.2997935589240945,0.7538562365817235,0.7727713524431423,0.8461799340218495,0.8602351013589019,0.91383961861178,0.9201249938080276,7.192972094561895e-05
OxfordPet,segnet_vgg16,42,1.0,0.0003,18,0.31381677808413594,0.2976914415324944,0.7597877183007404,0.7742750552541392,0.8503715743312679,0.8613443973559687,0.9170440413196634,0.9211686175802479,5.684253752231956e-05
OxfordPet,segnet_vgg16,42,1.0,0.0003,19,0.310987690868585,0.28716294791387476,0.7611676063041504,0.7809714876511247,0.8514242072900134,0.8661148332167362,0.9174635987844526,0.9240764949632727,4.324815882792041e-05
OxfordPet,segnet_vgg16,42,1.0,0.0003,20,0.3051995828932857,0.28590763068717456,0.7644586239480579,0.781692738550297,0.8536540872068383,0.8666462264775076,0.919392242194703,0.9241069019704625,3.1360976335320314e-05
OxfordPet,segnet_vgg16,42,1.0,0.0003,21,0.29859838084034296,0.285750518458477,0.7675240780872832,0.781247805426086,0.8558004500332833,0.8662309848168046,0.920869223079326,0.9242347219715947,2.1368458013486254e-05
OxfordPet,segnet_vgg16,42,1.0,0.0003,22,0.2961228747638116,0.28412829749826074,0.769635396282618,0.7837171014668286,0.85730250775197,0.8681718565991536,0.9217186270293242,0.9247751374175583,1.3428191845594673e-05
OxfordPet,segnet_vgg16,42,1.0,0.0003,23,0.2923209807424812,0.2809123746726824,0.7714040123589537,0.7849568620972013,0.8585085153703116,0.8689499117326045,0.9226541519165039,0.9256755718286487,7.6654005723983e-06
OxfordPet,segnet_vgg16,42,1.0,0.0003,24,0.2936679507542101,0.28456285055996716,0.770225268034708,0.7838184633404736,0.8579145026379736,0.868217645060037,0.9220274279576651,0.9249315123627151,4.170966854800051e-06
OxfordPet,segnet_vgg16,42,1.0,0.0003,25,0.2900202001288811,0.2793169853048048,0.7723027131757384,0.7862567579112767,0.8591521384799957,0.8698568488088785,0.9231312023186535,0.9260850989300272,2.9999999999999997e-06
