dataset,model,seed,fraction,lr,epoch,train_loss,val_loss,train_iou,val_iou,train_dice,val_dice,train_pixel_acc,val_pixel_acc,lr_current
OxfordPet,unet_resnet34,42,1.0,0.0003,1,0.6670434089921276,0.4558958825857743,0.6214794651460568,0.7085814801391197,0.7407230456161079,0.8154217713121052,0.8347530601927953,0.8820979353310405,0.00029882903314519993
OxfordPet,unet_resnet34,42,1.0,0.0003,2,0.5045572175927784,0.3848306795825129,0.672673800254461,0.732397826541449,0.7867353965468539,0.8310012684928049,0.8676321432457207,0.9005107879638672,0.0002953345994276017
OxfordPet,unet_resnet34,42,1.0,0.0003,3,0.4600228014754953,0.3642407584449519,0.6918506116353699,0.7407851983671602,0.8011408319569521,0.8382844786713092,0.8792316424920692,0.902312071427055,0.00028957180815440534
OxfordPet,unet_resnet34,42,1.0,0.0003,4,0.4346375391350029,0.37982710288918536,0.701870173185015,0.7344561024852417,0.8087746365223366,0.8342710266942562,0.8848848816770944,0.8967680170916129,0.00028163154198651373
OxfordPet,unet_resnet34,42,1.0,0.0003,5,0.41494750180599854,0.34787755427153216,0.7109661247912895,0.7492972633976869,0.8156194246333586,0.8430658498248043,0.8898080269002026,0.9090525032817454,0.0002716390236646797
OxfordPet,unet_resnet34,42,1.0,0.0003,6,0.3957733701660026,0.34915989529395447,0.7202907214191889,0.75239460868536,0.822404668938299,0.8470832901300441,0.895270045499624,0.9067612800045289,0.0002597518411720796
OxfordPet,unet_resnet34,42,1.0,0.0003,7,0.37588997837734517,0.3233178707136624,0.7305058167155974,0.7595185612998724,0.8296030064423887,0.8512093649394269,0.9013384943423064,0.9132948889248613,0.0002461574624776804
OxfordPet,unet_resnet34,42,1.0,0.0003,8,0.3808852045432381,0.3352897802124853,0.7269148404245296,0.75349800022328,0.827478754162542,0.8454738285230554,0.8984822871522133,0.9127837194912676,0.00023107027905438094
OxfordPet,unet_resnet34,42,1.0,0.0003,9,0.3599333348018782,0.31786241220391315,0.739389934987756,0.7643561387695554,0.8361680887130482,0.8547809072162794,0.9055307577855839,0.9143860858419667,0.00021472822479741324
OxfordPet,unet_resnet34,42,1.0,0.0003,10,0.3439265314651572,0.30570657745651575,0.7475188935086842,0.7711923892659266,0.8418988157256541,0.8599585954117892,0.9098236842185073,0.9174310435419497,0.00019738902366467964
OxfordPet,unet_resnet34,42,1.0,0.0003,11,0.33658419956701885,0.3055100762757702,0.7509100298333612,0.7718187354613043,0.8444335948112838,0.8597527376695533,0.9114872713266693,0.9189095704451852,0.00017932612521598008
OxfordPet,unet_resnet34,42,1.0,0.0003,12,0.3247016453132126,0.29732404822024744,0.7557876943061068,0.7788171251326943,0.8477055634647669,0.8649807946693495,0.9143066643187718,0.921739191248797,0.000160824392150103
OxfordPet,unet_resnet34,42,1.0,0.0003,13,0.31510908175144137,0.28825835408507916,0.7603773717801273,0.7809868742878308,0.8510406422072068,0.8663340873188442,0.9167932723619923,0.9231744849163553,0.00014217560784989694
OxfordPet,unet_resnet34,42,1.0,0.0003,14,0.3101111741632408,0.2917821698862573,0.7639646124148718,0.778101322155644,0.853795176398927,0.8642583973165872,0.9179506064942164,0.9220501443614131,0.0001236738747840199
OxfordPet,unet_resnet34,42,1.0,0.0003,15,0.3010029775663192,0.28822938752347144,0.7680766929874262,0.7820996110853943,0.8565691811327616,0.867281416764006,0.9205528342205546,0.9238089409427367,0.00010561097633532034
OxfordPet,unet_resnet34,42,1.0,0.0003,16,0.29346751569776064,0.2911611596743266,0.7722522617620466,0.7827083648402908,0.8595023742003481,0.8676233153412308,0.9224135179697357,0.9237564750339674,8.82717752025867e-05
OxfordPet,unet_resnet34,42,1.0,0.0003,17,0.2858958577054628,0.28505392178245215,0.7756120639990082,0.7845277660998743,0.8618864685482118,0.8686280912823147,0.9239829223348487,0.9256250409112461,7.192972094561895e-05
OxfordPet,unet_resnet34,42,1.0,0.0003,18,0.28112416936558965,0.2777356764544611,0.7791621471845835,0.787546198869097,0.8643996837716665,0.8709971003486339,0.9256051578877135,0.9262569261633832,5.684253752231956e-05
OxfordPet,unet_resnet34,42,1.0,0.0003,19,0.2739064806366559,0.27291858131470886,0.7825837025484433,0.7900284842592505,0.8667054573077845,0.8724802084591078,0.9274086922592257,0.9282430289448171,4.324815882792041e-05
OxfordPet,unet_resnet34,42,1.0,0.0003,20,0.26599171604984295,0.274321207533712,0.7866316450061756,0.789540097621328,0.8694794872779527,0.8722675817024305,0.9294884663931331,0.9277395718339561,3.1360976335320314e-05
OxfordPet,unet_resnet34,42,1.0,0.0003,21,0.26606729214791186,0.26766281542570697,0.7870957883186712,0.7931804534605739,0.8698377905425078,0.8748981834609729,0.9295459771008225,0.9286807516346807,2.1368458013486254e-05
OxfordPet,unet_resnet34,42,1.0,0.0003,22,0.26038357148074215,0.26697839839734894,0.7888813044713892,0.7932560695830176,0.8710163427559242,0.8747806428135303,0.9305344457211702,0.9294595856597458,1.3428191845594673e-05
OxfordPet,unet_resnet34,42,1.0,0.0003,23,0.26155303177996453,0.26666430783444556,0.7894910576427452,0.7939462707814388,0.8716187056300555,0.8753566943504961,0.9306383073700141,0.929201817166978,7.6654005723983e-06
