dataset,model,seed,fraction,lr,epoch,train_loss,val_loss,train_iou,val_iou,train_dice,val_dice,train_pixel_acc,val_pixel_acc,lr_current
OxfordPet,deeplabv3plus_resnet34,2025,0.25,0.0003,1,0.7546668481081724,0.5697545936142189,0.5318665648558332,0.6352230553753709,0.6522839105416399,0.7472788811017924,0.7860788345336914,0.856161698051121,0.00029882903314519993
OxfordPet,deeplabv3plus_resnet34,2025,0.25,0.0003,2,0.5913309298455716,0.49101474103720294,0.619918100411693,0.67058156668276,0.7422313311447699,0.7822510978737891,0.8381284475326538,0.8679352635922639,0.0002953345994276017
OxfordPet,deeplabv3plus_resnet34,2025,0.25,0.0003,3,0.5349050648510456,0.4156104680420696,0.6518047257636983,0.7090349337041094,0.7679712162663539,0.812682602572556,0.8576962947845459,0.8879018313642861,0.00028957180815440534
OxfordPet,deeplabv3plus_resnet34,2025,0.25,0.0003,4,0.5108532592654228,0.43154293860214343,0.6629327165583769,0.7020065620325613,0.7777552402267854,0.8075465102126635,0.8624665260314941,0.8848824155503425,0.00028163154198651373
OxfordPet,deeplabv3plus_resnet34,2025,0.25,0.0003,5,0.4834091398864985,0.401684471230576,0.6755319407830636,0.7207375294056492,0.7872443292289975,0.8227561568292445,0.8706964492797852,0.8913908972256426,0.0002716390236646797
OxfordPet,deeplabv3plus_resnet34,2025,0.25,0.0003,6,0.45407643243670465,0.4199359360812367,0.6927104947467645,0.7171361136839586,0.8003854816158611,0.8203623438802894,0.8800081968307495,0.8886706863624462,0.0002597518411720796
OxfordPet,deeplabv3plus_resnet34,2025,0.25,0.0003,7,0.4403013210743666,0.38602585982585297,0.6967938696344694,0.7230597823714288,0.8035938894997041,0.8228895845620525,0.8826478481292724,0.8969416134599326,0.0002461574624776804
OxfordPet,deeplabv3plus_resnet34,2025,0.25,0.0003,8,0.41820970363914967,0.4590723419534987,0.7086804788559677,0.7061012902697504,0.8122586383173864,0.8138148298010156,0.8896032571792603,0.878467283387115,0.00023107027905438094
OxfordPet,deeplabv3plus_resnet34,2025,0.25,0.0003,9,0.4339440487325191,0.4015306061592655,0.7032589253038168,0.7246481168673231,0.8084777695437271,0.8270195964453874,0.8860146760940552,0.8886009161023126,0.00021472822479741324
OxfordPet,deeplabv3plus_resnet34,2025,0.25,0.0003,10,0.42335362173616886,0.37535063296124554,0.7067179234077534,0.7348164999542607,0.8114649159212908,0.8332558294425261,0.8875427961349487,0.8993824392125227,0.00019738902366467964
OxfordPet,deeplabv3plus_resnet34,2025,0.25,0.0003,11,0.387888840585947,0.3690986039413922,0.7230981470396121,0.7363325206265934,0.8233568524320921,0.8343084051413234,0.8972942113876343,0.9011392178742782,0.00017932612521598008
OxfordPet,deeplabv3plus_resnet34,2025,0.25,0.0003,12,0.3869649747386575,0.34640788772831793,0.7223003127922614,0.7445662871075136,0.8231074022750061,0.8386654165631904,0.8965668439865112,0.9088336557581804,0.000160824392150103
OxfordPet,deeplabv3plus_resnet34,2025,0.25,0.0003,13,0.37191509939730166,0.3492205777893896,0.7300715232888859,0.7425909644163748,0.8285375155508516,0.837970313242668,0.9009135007858277,0.9062851892001387,0.00014217560784989694
OxfordPet,deeplabv3plus_resnet34,2025,0.25,0.0003,14,0.35292901173233987,0.3477210225402445,0.7389542158693073,0.7500675204007524,0.8351915302375954,0.8448643134411982,0.9053815364837646,0.9050136510876642,0.0001236738747840199
OxfordPet,deeplabv3plus_resnet34,2025,0.25,0.0003,15,0.3370268089696765,0.33528511852457904,0.747211814299226,0.7547006468841996,0.8406918197870252,0.8473422478362558,0.9103479385375977,0.9099854455477949,0.00010561097633532034
OxfordPet,deeplabv3plus_resnet34,2025,0.25,0.0003,16,0.338793365098536,0.33208337123843207,0.7496288664638993,0.7550961919452831,0.8426891138156256,0.8473746684438362,0.9109556674957275,0.911223922950634,8.82717752025867e-05
OxfordPet,deeplabv3plus_resnet34,2025,0.25,0.0003,17,0.3211561989039183,0.3413426016551861,0.7559136915951966,0.7547118324012572,0.8474648798505466,0.8472878302353015,0.913992953300476,0.9095060099726138,7.192972094561895e-05
OxfordPet,deeplabv3plus_resnet34,2025,0.25,0.0003,18,0.3084217067807913,0.32609286623588507,0.763546455403169,0.7599350170812744,0.8524979198972383,0.8508285249488939,0.9184977054595947,0.9138437906901041,5.684253752231956e-05
OxfordPet,deeplabv3plus_resnet34,2025,0.25,0.0003,19,0.30633256807923315,0.32183314967846527,0.7645992190887527,0.7634313463588845,0.8535594316820305,0.8537733621067468,0.918350100517273,0.9135894222535949,4.324815882792041e-05
OxfordPet,deeplabv3plus_resnet34,2025,0.25,0.0003,20,0.3005469929426908,0.3209355983181276,0.7679208528250455,0.7650520946956486,0.8556929670274258,0.8547847558910722,0.9200489044189453,0.9150364087975543,3.1360976335320314e-05
OxfordPet,deeplabv3plus_resnet34,2025,0.25,0.0003,21,0.29324786029756067,0.31942840633185016,0.7702606214831272,0.7669148692762217,0.8574359056850271,0.8562310660518885,0.9213978290557862,0.9157003596209098,2.1368458013486254e-05
OxfordPet,deeplabv3plus_resnet34,2025,0.25,0.0003,22,0.28905962258577345,0.31697712752266205,0.7731894556432962,0.7665757115048486,0.8593158356845378,0.8558187191037164,0.92306547164917,0.9160508971283401,1.3428191845594673e-05
OxfordPet,deeplabv3plus_resnet34,2025,0.25,0.0003,23,0.2882529716938734,0.31721618728361267,0.7737258474032086,0.7658597857191943,0.8601947270333768,0.855222419840126,0.9228950023651123,0.9161746260048687,7.6654005723983e-06
OxfordPet,deeplabv3plus_resnet34,2025,0.25,0.0003,24,0.28791920002549887,0.31557392966056214,0.7740913225958741,0.7669445551247986,0.8603144265711308,0.856120951509706,0.9231180429458619,0.9160629493602808,4.170966854800051e-06
OxfordPet,deeplabv3plus_resnet34,2025,0.25,0.0003,25,0.28951645996421577,0.31649457630903827,0.7733111839741469,0.7665756559314357,0.8597309673825902,0.8558024455959671,0.9227210760116578,0.9162230560745018,2.9999999999999997e-06
